1100,2,2,1,1,0,1,6k
1000,2,2,0,0,0,0,6k
968,2,2,1,0,0,0,6k
1050,4,2,0,0,0,0,6k
1500,4,2,1,0,0,0,5k
1525,4,0,1,0,0,0,5k
1100,3,2,1,1,0,1,5k
1800,2,2,1,0,0,0,5k
1200,4,2,1,0,0,0,5k
1800,2,2.5,0,0,1,0,5k
850,3,2,1,0,0,0,5k
1000,3,2,1,1,0,1,5k
1750,3,2,0,0,0,1,5k
1600,5,3,1,0,0,0,5k
900,2,1,1,1,1,0,5k
1500,2,1,1,0,0,0,5k
990,1,1.5,0,0,0,1,5k
794,1,1,1,0,0,0,5k
1100,4,2,1,0,0,0,5k
1100,4,2,1,0,0,0,5k
1100,4,2,1,0,0,0,5k
1100,1,1,1,0,0,0,5k
1000,2,2,1,0,0,1,5k
1000,2,2,1,0,0,0,5k
1000,2,2,1,0,0,1,5k
990,3,1,1,1,0,1,4k
1300,3,2,1,0,0,0,4k
1200,3,2,1,0,0,0,4k
1200,3,2,1,0,0,0,4k
1200,3,2,1,0,0,0,4k
1100,2,1,1,0,0,0,4k
1100,2,1,1,0,0,0,4k
1200,3,2,1,0,0,0,4k
700,2,1,1,0,1,0,4k
1000,2,2,1,1,0,1,4k
993,2,0,1,0,0,0,4k
1120,2,2,1,0,0,0,4k
2000,3,2,0,0,0,1,4k
1500,2,1,1,0,0,0,4k
720,1,1,1,1,0,1,4k
700,1,1,0,0,0,0,4k
1000,2,2,1,1,0,1,4k
1000,2,2,1,0,0,0,4k
800,1,1,1,0,0,0,4k
800,1,1,1,0,0,0,4k
1000,2,2,1,0,0,0,4k
1500,3,2,1,0,0,1,4k
967,2,1,1,0,0,0,4k
900,3,1,1,0,0,0,4k
617,1,1,1,0,0,0,4k
1000,3,2,1,1,0,1,4k
728,1,1,0,0,0,0,4k
1500,3,2,0,0,0,0,4k
1350,4,2.5,0,0,0,0,4k
710,1,1,0,0,0,1,4k
1000,2,0,1,0,0,0,4k
900,2,1,1,0,0,0,3k
1000,3,1,1,0,0,0,3k
1450,4,2.5,0,0,0,0,3k
980,3,1,1,0,0,0,3k
1000,1,1,1,0,0,0,3k
738,1,1,0,0,0,0,3k
700,2,1,1,1,0,0,3k
850,2,1,1,1,0,0,3k
1000,2,2,1,0,0,0,3k
597,0,1,1,0,0,0,3k
800,1,1,1,1,0,1,3k
2450,4,2,0,0,0,0,3k
624,1,1,1,0,0,1,3k
850,2,1,1,1,0,1,3k
900,1,1,1,0,0,0,3k
900,1,1,1,0,0,0,3k
1000,3,2,0,0,0,0,3k
750,1,1,0,1,0,0,3k
822,2,1,1,0,0,0,3k
822,2,1,1,0,0,0,3k
750,3,1,1,0,0,0,3k
750,3,1,1,0,0,0,3k
962,1,1,1,0,0,0,3k
750,3,1,1,0,0,0,3k
962,1,1,1,0,0,0,3k
1050,3,1,1,0,0,0,3k
495,1,1,1,0,0,0,3k
786,2,1,1,1,0,1,3k
730,1,1,1,0,0,0,3k
720,3,1,1,0,0,0,3k
780,2,1,1,1,0,1,3k
825,1,1,1,0,0,0,3k
900,3,2,1,0,0,0,3k
825,1,1,1,0,0,0,3k
900,3,2,1,0,0,0,3k
825,1,1,1,0,0,0,3k
1000,2,1,1,0,0,0,3k
825,1,1,1,0,0,0,3k
1000,1,0,0,0,0,0,3k
900,3,2,1,0,0,0,3k
950,1,1,1,0,0,1,3k
700,1,1,1,0,0,0,3k
800,0,1,1,0,0,0,3k
1750,4,2,0,0,0,0,3k
915,0,1,1,0,0,0,3k
800,2,1,1,0,1,0,3k
755,1,1,1,0,0,0,3k
1200,3,2,0,0,0,1,3k
613,0,1,1,1,1,0,3k
750,4,1,1,0,0,0,3k
1600,3,1,1,0,0,0,3k
950,2,1.5,1,0,0,0,3k
720,1,1,1,0,0,0,3k
1000,2,1,1,0,0,0,3k
1000,2,1,1,0,0,0,3k
712,1,1,1,0,0,0,3k
800,1,1,0,0,0,0,3k
650,1,1,1,1,1,1,3k
1000,3,1.5,1,0,0,1,3k
561,1,1,1,0,0,1,3k
760,1,1,1,1,0,1,3k
700,1,1,0,0,0,0,3k
1300,3,2,0,0,0,0,3k
800,1,1,0,1,0,1,3k
700,1,1,1,1,0,1,3k
720,1,1,1,0,0,0,3k
575,1,1,1,0,0,0,3k
730,2,1,1,0,0,0,3k
730,2,1,1,0,0,0,3k
730,2,1,1,0,0,0,3k
700,1,1,1,0,0,1,3k
720,1,1,1,0,0,0,3k
1300,3,2,1,0,0,0,3k
1150,3,2,0,0,0,0,3k
1000,4,1,1,0,0,0,3k
1500,3,2,1,0,0,0,3k
700,1,1,1,0,0,0,3k
720,1,1,1,0,0,1,3k
650,0,1,1,1,0,1,3k
1300,3,2,1,0,0,0,3k
1300,3,2,1,0,0,0,3k
1300,3,2,1,0,0,1,3k
1000,2,2,1,0,0,0,3k
850,1,1,0,0,0,0,3k
750,1,1,1,0,0,0,3k
597,2,1,1,0,0,1,3k
700,2,1,0,0,0,0,3k
720,1,1,1,1,0,1,3k
700,0,1,0,0,1,1,3k
700,2,1,0,0,0,0,3k
800,2,1,0,0,0,0,3k
700,1,1,0,0,0,0,3k
1000,2,1,1,0,1,0,3k
1000,2,1,0,0,0,0,3k
1450,2,2.5,0,0,0,1,3k
750,2,1,1,0,0,0,3k
688,1,1,1,0,1,0,3k
1000,2,1,1,0,0,1,3k
750,1,1,1,1,1,1,3k
875,2,1,1,0,0,1,3k
835,2,1,1,0,0,1,3k
1127,2,2,0,0,0,0,3k
1427,2,2,0,0,0,1,3k
1000,2,1,0,0,0,0,3k
850,1,1,1,0,0,0,3k
850,1,1,1,0,0,0,3k
1000,2,1,0,0,0,0,3k
800,1,1,1,0,0,0,3k
850,1,1,1,0,0,0,3k
1100,3,1,0,0,0,0,3k
640,1,1,1,0,0,1,3k
445,0,1,1,0,0,0,3k
850,1,1,0,0,0,0,3k
800,2,1,0,0,0,0,3k
900,3,1,0,0,0,0,3k
1275,3,1,1,0,0,0,3k
660,1,1,1,1,0,1,3k
1000,3,1.5,1,0,0,0,3k
800,2,1,0,0,0,0,3k
1200,2,1,0,0,0,1,3k
1077,2,2,1,0,0,0,3k
800,3,0,1,0,0,0,2k
700,1,1,1,0,0,0,2k
675,1,1,1,0,0,0,2k
500,0,1,1,0,0,0,2k
675,1,1,1,0,0,0,2k
675,1,1,1,0,0,0,2k
1200,2,2,0,0,0,0,2k
1200,2,2,0,0,0,0,2k
500,0,1,1,1,0,1,2k
685,1,1,1,0,0,0,2k
670,2,1,1,0,0,0,2k
1000,3,2,0,0,0,1,2k
685,1,1,1,0,0,0,2k
575,1,1,1,0,1,0,2k
1100,3,1,0,0,0,0,2k
700,1,1,1,0,0,0,2k
2900,3,1,0,0,0,0,2k
1100,2,1,1,0,0,0,2k
605,1,1,1,0,1,1,2k
1145,2,2,0,0,0,1,2k
750,1,1,1,0,0,0,2k
529,0,1,1,0,0,0,2k
529,0,1,1,0,0,0,2k
529,0,1,1,0,0,0,2k
529,0,1,1,0,0,0,2k
529,0,1,1,0,0,0,2k
529,0,1,1,0,0,0,2k
600,1,1,0,1,0,0,2k
710,1,1,1,1,0,0,2k
500,0,1,1,1,1,0,2k
650,1,1,1,0,0,0,2k
955,4,2,0,0,0,0,2k
534,1,1,1,0,0,1,2k
1000,3,1,0,0,0,0,2k
900,2,1,1,0,0,0,2k
600,1,1,0,0,1,0,2k
1200,3,1,1,0,0,0,2k
800,2,1,0,0,0,0,2k
900,2,1,1,0,0,0,2k
800,2,1,0,0,0,0,2k
1000,3,1,0,0,0,0,2k
750,2,1,1,0,0,0,2k
1340,4,2,0,0,0,0,2k
900,2,1,1,0,0,0,2k
1000,2,1,1,0,0,0,2k
385,0,1,0,0,0,0,2k
900,2,1,1,0,0,0,2k
850,1,1,0,0,0,0,2k
664,1,1,1,0,0,0,2k
550,0,1,1,0,0,1,2k
550,0,1,1,0,0,0,2k
1000,2,1,1,1,1,1,2k
600,1,1,1,0,0,0,2k
1200,3,2,1,0,0,0,2k
1250,3,2,1,0,0,0,2k
750,3,1,1,0,0,0,2k
620,0,1,1,0,0,0,2k
600,1,1,0,0,0,0,2k
800,2,1.5,1,0,0,0,2k
897,3,2,0,0,0,0,2k
1100,2,1,0,0,0,0,2k
1400,3,2,1,0,0,0,2k
651,1,1,0,0,0,0,2k
1000,3,1.5,0,0,0,0,2k
950,3,1,0,0,0,0,2k
1000,2,1,1,1,0,1,2k
1200,3,2,0,0,0,0,2k
1050,3,2,0,0,0,0,2k
1100,2,1,1,0,0,0,2k
900,2,1.5,1,0,0,0,2k
650,1,1,0,0,0,0,2k
1000,3,1,0,0,0,0,2k
2100,3,2,0,1,0,1,2k
750,2,1,1,0,0,0,2k
1450,3,2,0,0,0,0,2k
1058,3,1,0,1,0,0,2k
500,0,1,0,0,0,0,2k
995,2,2,1,0,0,0,2k
799,1,1,1,0,0,0,2k
600,2,1,1,0,0,0,2k
600,2,1,1,0,0,0,2k
1198,2,2,1,1,0,0,2k
950,3,1,1,0,0,0,2k
900,3,2,1,0,0,0,2k
995,2,2,1,0,0,0,2k
600,2,1,1,0,0,0,2k
600,2,1,1,0,0,0,2k
1300,3,1,1,0,0,0,2k
600,2,1,1,0,0,0,2k
950,3,1,1,0,0,0,2k
1500,3,1,0,0,0,0,2k
950,3,1,1,0,0,0,2k
1000,3,1,1,0,0,0,2k
600,0,1,1,0,0,0,2k
800,1,1,1,0,0,0,2k
800,1,1.5,1,0,0,1,2k
800,2,1,1,0,0,0,2k
100,0,1,0,0,0,0,2k
800,2,1,0,0,0,0,2k
600,1,1,0,0,0,0,2k
600,1,1,0,0,0,0,2k
450,1,1,1,0,0,0,2k
600,1,1,0,0,0,0,2k
600,1,1,0,0,0,0,2k
750,2,1,1,0,0,0,2k
625,1,1,0,0,0,0,2k
550,0,1,1,1,0,0,2k
610,1,1,1,0,0,0,2k
800,2,1,0,0,0,0,2k
1050,2,1.5,0,0,0,0,2k
975,2,1,0,0,0,1,2k
1200,3,2,0,0,0,0,2k
1200,3,1,1,0,0,0,2k
1200,3,2,1,0,0,0,2k
1400,3,2,1,0,0,0,2k
1400,3,2,1,0,0,0,2k
800,2,1,0,0,0,1,2k
600,1,1,0,0,0,0,2k
1000,3,0,0,0,0,0,2k
1120,4,2,1,0,0,1,2k
600,1,1,0,0,0,0,2k
600,1,1,0,0,0,0,2k
1500,3,1,0,0,0,0,2k
800,2,1,0,0,0,0,2k
1200,2,2,0,0,0,0,2k
1200,3,1,0,0,0,0,2k
1067,2,2,0,0,0,0,2k
700,1,1,1,0,0,0,2k
800,2,1,0,0,0,0,2k
850,2,1,1,0,0,0,2k
550,0,1,0,0,1,0,2k
850,2,1,1,0,0,0,2k
850,2,1,1,0,0,0,2k
850,2,1,1,0,0,0,2k
900,2,1,1,0,0,0,2k
403,0,1,1,0,0,1,2k
500,0,1,0,0,0,0,2k
1100,3,2,0,0,0,0,2k
750,2,1.5,1,0,0,0,2k
1500,3,1,0,0,0,0,2k
850,1,1,1,0,0,0,2k
1100,2,2,1,0,0,1,2k
750,1,1,0,0,0,0,2k
2400,3,2,0,0,0,1,2k
1100,3,1,0,0,0,0,2k
1400,3,1,0,0,0,0,2k
950,3,1,0,0,0,0,2k
750,2,1.5,1,0,0,0,2k
700,1,1,1,0,0,1,2k
850,1,1,1,0,0,0,2k
1200,3,2,1,0,0,0,2k
800,1,1,0,0,0,1,2k
1000,2,1,0,0,0,0,2k
1200,1,1.5,0,0,0,0,2k
750,2,1,1,0,0,0,2k
774,1,1,1,0,0,0,2k
1360,3,1,1,0,0,0,2k
1500,3,1,0,0,0,0,2k
1500,3,1,0,0,0,0,2k
1500,3,1,0,0,0,0,2k
650,1,1,0,0,0,0,2k
1500,3,1,0,0,0,0,2k
1000,2,1,1,0,0,0,2k
1500,3,1,0,0,0,0,2k
1500,3,1,0,0,0,0,2k
1350,3,1.5,0,0,0,0,2k
580,0,1,1,0,0,0,2k
990,2,1.5,1,0,0,0,2k
560,1,1,1,0,0,1,2k
943,1,1,1,0,0,0,2k
943,1,1,1,0,0,0,2k
943,1,1,1,0,0,0,2k
943,1,1,1,0,0,0,2k
943,1,1,1,0,0,0,2k
943,1,1,1,0,0,0,2k
943,1,1,1,0,0,0,2k
560,1,1,1,0,0,1,2k
943,1,1,1,0,0,0,2k
943,1,1,1,0,0,0,2k
800,1,1,1,0,0,1,2k
1000,3,1,0,1,0,0,2k
1000,2,1,1,0,0,0,2k
900,3,1.5,0,0,0,0,2k
1700,3,1,0,0,0,1,2k
1100,3,1,1,0,0,0,2k
800,2,1,0,0,0,0,2k
700,1,1,0,0,1,0,2k
900,3,1,0,0,0,0,2k
1000,3,1,1,0,0,0,2k
1100,3,1,0,0,0,0,2k
750,2,1,1,0,0,0,2k
750,2,1,1,0,0,0,2k
1200,2,1,0,0,1,0,2k
2300,0,1,0,0,0,0,2k
720,3,1,0,0,0,0,2k
900,2,1,0,0,0,0,2k
1175,2,2,0,1,0,0,2k
1500,1,1,0,1,0,0,2k
950,2,1.5,0,0,0,1,2k
950,2,1.5,0,0,0,1,2k
950,2,1.5,0,0,0,1,2k
950,2,1.5,0,0,0,1,2k
950,2,1.5,0,0,0,1,2k
950,2,1.5,0,0,0,1,2k
2295,1,1,0,0,0,0,2k
950,2,1.5,0,0,0,1,2k
700,1,1,1,0,0,0,2k
900,1,1,1,0,0,0,2k
600,1,1,0,0,0,0,2k
412,0,1,1,0,0,0,2k
600,1,1,0,0,0,0,2k
600,1,1,0,0,0,0,2k
600,1,1,0,0,0,0,2k
1270,2,2,0,1,0,1,2k
1000,2,1,0,0,0,0,2k
990,4,1,1,0,0,0,2k
900,2,1,0,0,0,0,2k
950,2,1,0,0,0,0,2k
700,2,2,0,0,0,1,2k
1100,3,1,0,0,0,0,2k
300,1,1,1,0,0,0,2k
1886,3,1.5,1,0,0,0,2k
800,1,1,1,0,0,0,2k
1300,2,1.5,0,0,0,0,2k
1000,3,2,1,0,0,0,2k
900,1,1,1,0,0,0,2k
1100,2,1,0,0,0,0,2k
800,2,1,0,0,0,0,2k
700,1,1,0,0,0,0,2k
980,2,1,0,0,1,0,2k
800,1,1,0,0,0,1,2k
600,1,1,1,0,0,0,2k
1100,2,2,1,1,1,1,2k
1100,2,2,1,1,1,1,2k
1100,3,1,0,0,0,0,2k
1000,1,1,1,0,0,0,2k
850,2,2,0,0,0,0,2k
980,1,1,0,0,0,0,2k
1000,2,1,1,1,0,0,2k
1000,2,1,1,1,0,0,2k
704,1,1,1,0,0,0,2k
1200,2,1.5,1,0,0,0,2k
900,1,1,1,0,0,0,2k
1300,1,1,1,0,0,0,2k
704,1,1,1,0,0,0,2k
704,1,1,1,0,0,0,2k
1200,2,1.5,1,0,0,0,2k
600,1,1,1,0,0,0,2k
1000,2,1,1,0,0,0,2k
1290,3,1.5,0,0,0,0,2k
1100,3,2,1,0,0,1,2k
400,0,1,1,0,0,1,2k
400,0,1,1,0,0,1,2k
400,0,1,1,0,0,1,2k
1300,3,2,0,0,0,0,2k
825,1,1,0,1,0,0,2k
1350,2,1,0,0,0,0,2k
650,1,0,1,0,0,0,2k
900,2,1,1,0,0,0,2k
1100,1,1,1,0,0,0,2k
400,0,1,1,0,0,0,2k
850,2,1,1,0,0,1,2k
700,1,1,0,0,0,0,2k
1100,3,1,0,0,0,0,2k
650,2,1,0,0,0,0,2k
1000,3,1,1,0,0,0,2k
1100,3,1,0,0,0,0,2k
900,2,1,1,0,0,0,2k
1000,3,1,0,0,0,0,2k
700,1,1,0,0,0,0,2k
450,0,1,0,0,0,0,2k
380,0,1,0,0,0,1,2k
900,2,1,1,0,0,0,2k
380,0,1,0,0,0,1,2k
900,2,1,1,0,0,0,2k
2085,0,1,1,0,0,0,2k
1300,3,1,0,0,0,0,2k
800,1,1,1,0,0,0,2k
750,1,1,1,0,0,0,2k
700,1,1,1,0,0,0,2k
1500,3,1,0,0,0,0,2k
380,0,1,1,0,0,1,2k
1000,2,1,1,0,0,0,2k
850,2,1,0,0,0,0,2k
1100,3,0,0,0,0,0,2k
750,1,1,0,0,0,1,2k
750,1,1,1,0,0,0,2k
750,1,1,1,0,0,0,2k
700,1,1,1,0,0,0,2k
465,0,1,1,0,0,0,1k
750,2,1,1,0,0,0,1k
750,2,1,1,0,0,0,1k
800,2,1,0,0,0,0,1k
950,1,1,0,0,0,0,1k
800,1,1,0,0,0,0,1k
500,1,1,1,0,1,0,1k
875,2,1,0,0,0,1,1k
600,1,1,1,0,0,0,1k
650,1,1,0,0,0,0,1k
900,3,1,1,0,0,0,1k
1300,3,1,1,0,0,0,1k
650,1,1,0,0,0,0,1k
1050,2,1,0,0,0,0,1k
800,2,1,0,0,0,0,1k
775,1,1,0,0,0,0,1k
750,1,0,0,0,0,0,1k
650,1,1,0,0,0,0,1k
770,1,1,0,1,1,0,1k
380,2,1,1,0,0,0,1k
70,1,1,0,0,0,0,1k
700,1,1,1,0,0,0,1k
1000,1,1,0,0,0,0,1k
900,1,1,0,0,0,0,1k
943,2,1,1,0,0,0,1k
20,0,1,1,0,0,0,1k
1078,2,1,1,0,0,0,1k
1078,2,1,1,0,0,0,1k
900,1,1,0,0,0,1,1k
1078,2,1,1,0,0,0,1k
20,1,1,1,0,0,0,1k
20,1,1,1,0,0,0,1k
750,1,1,0,0,0,0,1k
900,2,1,1,1,0,1,1k
550,1,1,0,0,0,0,1k
550,0,1,1,0,0,0,1k
550,0,1,1,0,0,0,1k
500,1,1,1,0,0,0,1k
20,1,1,1,0,0,0,1k
666,1,1,0,0,0,0,1k
666,1,1,0,0,0,0,1k
20,1,1,1,0,0,0,1k
750,1,1,1,0,0,0,1k
750,1,1,1,0,0,0,1k
700,0,1,0,0,0,0,1k
1000,2,1,1,0,0,0,1k
550,1,1,1,0,0,0,1k
825,1,1,0,0,0,1,1k
700,1,1,1,0,0,0,1k
750,1,1,0,0,0,0,1k
700,1,1,0,0,0,0,1k
700,1,1,0,0,0,0,1k
700,1,1,1,0,0,1,1k
630,1,1,1,0,0,0,1k
750,1,1,1,0,0,0,1k
650,1,1,0,0,0,0,1k
600,1,1,1,0,0,0,1k
865,2,1,0,0,0,0,1k
700,1,1,1,0,0,0,1k
800,1,1,0,0,0,0,1k
750,2,1,1,0,0,0,1k
900,2,1,1,1,0,0,1k
500,0,1,1,0,0,0,1k
770,1,1,0,0,0,1,1k
768,2,1,0,0,0,0,1k
700,0,1,0,0,0,0,1k
400,0,1,1,0,0,0,1k
400,0,1,1,0,0,0,1k
450,1,1,1,0,0,0,1k
1100,3,1,0,0,0,1,1k
400,0,1,1,0,0,0,1k
400,0,1,1,0,0,0,1k
475,0,1,1,0,0,0,1k
700,0,1,0,0,0,0,1k
600,1,1,1,0,0,0,1k
400,0,1,1,0,0,0,1k
400,0,1,1,0,0,0,1k
700,1,1,0,0,0,0,1k
900,1,1,0,0,0,0,1k
900,1,1,0,0,0,0,1k
1056,2,1,1,0,0,0,1k
400,2,1,0,0,1,0,1k
350,0,1,1,0,0,0,1k
750,1,1,1,0,0,0,1k
900,1,1,0,0,0,0,1k
900,1,1,0,0,0,0,1k
900,1,1,0,0,0,0,1k
1000,2,1,0,0,0,1,1k
900,1,1,0,0,0,0,1k
1000,3,1,1,0,0,0,1k
700,1,1,1,0,0,0,1k
900,1,1,0,0,0,0,1k
404,0,1,1,0,0,0,1k
700,1,1,1,0,0,0,1k
700,1,1,1,0,0,0,1k
1250,2,1,1,0,0,0,1k
900,1,1,0,0,0,0,1k
800,1,1,0,1,0,0,1k
800,2,1,0,0,0,0,1k
700,1,1,1,0,0,1,1k
900,1,1,1,0,0,0,1k
890,1,1,1,0,0,1,1k
780,1,1,1,0,0,1,1k
525,1,1,1,0,0,0,1k
1450,2,2,1,0,0,0,1k
780,1,1,1,0,0,1,1k
700,1,1,0,0,0,0,1k
861,1,1,1,0,0,0,1k
750,1,1,1,0,0,0,1k
400,1,1,0,0,1,0,1k
750,2,1,0,0,0,0,1k
630,1,1,1,0,0,0,1k
850,2,1,0,0,0,0,1k
700,2,1,0,0,0,0,1k
715,1,1.5,0,0,1,0,1k
743,1,1,1,0,0,0,1k
615,0,1,1,0,0,0,1k
725,1,1,0,0,0,0,1k
550,2,1,0,0,0,0,1k
743,1,1,1,0,0,0,1k
1200,1,1,0,0,0,0,1k
1000,1,1,0,0,0,0,1k
525,0,1,1,0,0,0,1k
850,2,1,1,0,0,1,1k
1100,2,1,1,0,0,0,1k
600,1,1,0,0,0,0,1k
700,1,1,1,0,0,0,1k
650,1,1,0,0,1,0,1k
650,1,1,0,0,1,0,1k
700,1,1,0,0,0,0,1k
750,1,1,0,0,0,0,1k
650,1,1,0,0,1,0,1k
800,1,0,0,0,0,0,1k
1000,1,1,0,0,0,0,1k
600,0,1,1,0,0,0,1k
600,2,1,0,0,0,0,1k
600,1,1,0,0,0,1,1k
500,1,1,1,0,0,0,1k
825,2,1,0,0,0,0,1k
650,1,1,1,0,0,0,1k
840,1,1,1,0,0,1,1k
650,1,1,0,1,0,0,1k
1000,1,1,1,0,0,0,1k
500,1,1,0,0,0,0,1k
1000,1,1,1,0,0,0,1k
529,0,1,0,0,0,1,1k
300,0,1,1,0,0,1,1k
529,0,1,0,0,0,1,1k
529,0,1,0,0,0,1,1k
300,0,1,0,0,0,0,1k
529,0,1,0,0,0,1,1k
529,0,1,0,0,0,1,1k
529,0,1,0,0,0,1,1k
529,0,1,0,0,0,1,1k
529,0,1,0,0,0,1,1k
529,0,1,0,0,0,1,1k
529,0,1,0,0,0,1,1k
300,0,1,1,0,0,1,1k
529,0,1,0,0,0,1,1k
300,0,1,0,0,0,0,1k
300,0,1,0,0,0,0,1k
470,0,1,1,0,0,1,1k
600,1,1,0,0,0,0,1k
750,1,1,1,0,1,0,1k
350,2,1,1,0,0,0,1k
400,1,1,0,0,0,0,1k
700,1,1,1,0,0,0,1k
1000,2,1,0,0,0,0,1k
1200,1,1,0,0,1,0,1k
600,0,1,0,0,0,0,1k
500,0,1,0,0,0,0,1k
896,1,1,0,0,0,0,1k
900,1,1,0,0,0,1,1k
680,1,1,0,0,0,0,1k
800,2,1,0,0,0,1,1k
410,0,1,0,0,0,0,1k
620,1,1,0,0,0,0,1k
480,1,1,0,0,0,0,1k
760,1,1,0,0,1,0,1k
741,1,1,0,0,0,0,1k
0,0,1,0,0,0,0,1k
800,1,1,0,0,0,0,1k
400,1,1,0,0,1,0,1k
750,0,1,0,0,0,0,1k
425,1,1,0,0,0,0,1k
410,1,1,0,0,0,0,1k
410,1,1,0,0,0,0,1k
410,1,1,0,0,0,0,1k
410,1,1,0,0,0,0,1k
700,3,1,0,0,0,0,1k
75,4,1.5,1,0,0,0,1k
1200,3,1,0,0,1,0,1k
477,1,1,0,0,0,0,1k
1100,2,1.5,1,0,0,0,1k